node_id,x,y,is_charger,num_chargers,zone
A00_S000,-0.1,0.0,true,12,battery
A01_S000,-0.0756,0.0,false,0,battery
A02_S000,-0.0511,0.0,false,0,battery
A03_S000,-0.0267,0.0,false,0,battery
A04_S000,-0.0022,0.0,false,0,battery
A05_S000,0.0222,0.0,true,12,battery
A06_S000,0.0467,0.0,false,0,battery
A07_S000,0.0711,0.0,false,0,battery
A08_S000,0.0956,0.0,false,0,battery
A09_S000,0.12,0.0,true,12,battery
A00_S001,-0.5059,1.2353,false,0,battery
A01_S001,-0.3868,1.2353,false,0,battery
A02_S001,-0.2677,1.2353,false,0,battery
A03_S001,-0.1486,1.2353,false,0,battery
A04_S001,-0.0295,1.2353,false,0,battery
A05_S001,0.0895,1.2353,false,0,battery
A06_S001,0.2086,1.2353,false,0,battery
A07_S001,0.3277,1.2353,false,0,battery
A08_S001,0.4468,1.2353,false,0,battery
A09_S001,0.5659,1.2353,false,0,battery
A00_S002,-0.6366,2.4706,false,0,downtown
A01_S002,-0.4869,2.4706,false,0,downtown
A02_S002,-0.3372,2.4706,false,0,downtown
A03_S002,-0.1876,2.4706,false,0,downtown
A04_S002,-0.0379,2.4706,false,0,downtown
A05_S002,0.1118,2.4706,false,0,downtown
A06_S002,0.2614,2.4706,false,0,downtown
A07_S002,0.4111,2.4706,false,0,downtown
A08_S002,0.5608,2.4706,false,0,downtown
A09_S002,0.7104,2.4706,false,0,downtown
A00_S003,-0.7131,3.7059,false,0,downtown
A01_S003,-0.5505,3.7059,false,0,downtown
A02_S003,-0.3878,3.7059,false,0,downtown
A03_S003,-0.2252,3.7059,false,0,downtown
A04_S003,-0.0625,3.7059,false,0,downtown
A05_S003,0.1001,3.7059,false,0,downtown
A06_S003,0.2628,3.7059,false,0,downtown
A07_S003,0.4254,3.7059,false,0,downtown
A08_S003,0.5881,3.7059,false,0,downtown
A09_S003,0.7507,3.7059,false,0,downtown
A00_S004,-0.7734,4.9412,false,0,midtown
A01_S004,-0.6074,4.9412,false,0,midtown
A02_S004,-0.4414,4.9412,false,0,midtown
A03_S004,-0.2754,4.9412,false,0,midtown
A04_S004,-0.1094,4.9412,false,0,midtown
A05_S004,0.0566,4.9412,false,0,midtown
A06_S004,0.2226,4.9412,false,0,midtown
A07_S004,0.3886,4.9412,false,0,midtown
A08_S004,0.5546,4.9412,false,0,midtown
A09_S004,0.7206,4.9412,false,0,midtown
A00_S005,-0.8099,6.1765,false,0,midtown
A01_S005,-0.6442,6.1765,false,0,midtown
A02_S005,-0.4785,6.1765,false,0,midtown
A03_S005,-0.3127,6.1765,false,0,midtown
A04_S005,-0.147,6.1765,false,0,midtown
A05_S005,0.0187,6.1765,false,0,midtown
A06_S005,0.1844,6.1765,false,0,midtown
A07_S005,0.3502,6.1765,false,0,midtown
A08_S005,0.5159,6.1765,false,0,midtown
A09_S005,0.6816,6.1765,false,0,midtown
A00_S006,-0.8307,7.4118,true,12,central
A01_S006,-0.6679,7.4118,false,0,central
A02_S006,-0.5051,7.4118,false,0,central
