node_id,x,y,is_charger,num_chargers,zone
S000_W_HWY,-0.25,0.0,true,30,manhattan_realistic
S000_E_HWY,0.3,0.0,true,30,manhattan_realistic
S001_W_HWY,-0.2802,0.1629,false,0,manhattan_realistic
S001_E_HWY,0.3283,0.1629,false,0,manhattan_realistic
S002_W_HWY,-0.3057,0.3006,false,0,manhattan_realistic
S002_E_HWY,0.3522,0.3006,false,0,manhattan_realistic
S003_W_HWY,-0.3299,0.4316,false,0,manhattan_realistic
S003_E_HWY,0.3749,0.4316,false,0,manhattan_realistic
S004_W_HWY,-0.3535,0.5588,false,0,manhattan_realistic
S004_BWAY,-0.1032,0.5588,false,0,manhattan_realistic
S004_E_HWY,0.397,0.5588,false,0,manhattan_realistic
S005_W_HWY,-0.3766,0.6834,false,0,manhattan_realistic
S005_BWAY,-0.109,0.6834,false,0,manhattan_realistic
S005_05AVE,0.0369,0.6834,false,0,manhattan_realistic
S005_E_HWY,0.4186,0.6834,false,0,manhattan_realistic
S006_W_HWY,-0.3993,0.8061,false,0,manhattan_realistic
S006_BWAY,-0.1144,0.8061,false,0,manhattan_realistic
S006_05AVE,0.0371,0.8061,false,0,manhattan_realistic
S006_E_HWY,0.4399,0.8061,false,0,manhattan_realistic
S007_W_HWY,-0.4217,0.9273,false,0,manhattan_realistic
S007_BWAY,-0.1196,0.9273,false,0,manhattan_realistic
S007_05AVE,0.0373,0.9273,false,0,manhattan_realistic
S007_E_HWY,0.461,0.9273,false,0,manhattan_realistic
S008_W_HWY,-0.444,1.0474,false,0,manhattan_realistic
S008_BWAY,-0.1244,1.0474,false,0,manhattan_realistic
S008_05AVE,0.0375,1.0474,false,0,manhattan_realistic
S008_E_HWY,0.4818,1.0474,false,0,manhattan_realistic
S009_W_HWY,-0.4729,1.1666,false,0,manhattan_realistic
S009_BWAY,-0.1334,1.1666,false,0,manhattan_realistic
S009_06AVE,-0.034,1.1666,false,0,manhattan_realistic
S009_05AVE,0.0343,1.1666,false,0,manhattan_realistic
S009_E_HWY,0.5025,1.1666,false,0,manhattan_realistic
S010_W_HWY,-0.5042,1.2849,false,0,manhattan_realistic
S010_BWAY,-0.1437,1.2849,false,0,manhattan_realistic
S010_06AVE,-0.0419,1.2849,false,0,manhattan_realistic
S010_05AVE,0.03,1.2849,false,0,manhattan_realistic
S010_E_HWY,0.5231,1.2849,false,0,manhattan_realistic
S011_W_HWY,-0.5353,1.4026,false,0,manhattan_realistic
S011_07AVE,-0.1362,1.4026,false,0,manhattan_realistic
S011_BWAY,-0.1537,1.4026,false,0,manhattan_realistic
S011_06AVE,-0.0499,1.4026,false,0,manhattan_realistic
S011_05AVE,0.0257,1.4026,false,0,manhattan_realistic
S011_E_HWY,0.5435,1.4026,false,0,manhattan_realistic
S012_W_HWY,-0.5663,1.5196,false,0,manhattan_realistic
S012_07AVE,-0.1482,1.5196,false,0,manhattan_realistic
S012_BWAY,-0.1633,1.5196,false,0,manhattan_realistic
S012_06AVE,-0.0577,1.5196,false,0,manhattan_realistic
S012_05AVE,0.0214,1.5196,false,0,manhattan_realistic
S012_E_HWY,0.5638,1.5196,false,0,manhattan_realistic
S013_W_HWY,-0.5971,1.6362,false,0,manhattan_realistic
S013_07AVE,-0.1601,1.6362,false,0,manhattan_realistic
S013_BWAY,-0.1726,1.6362,false,0,manhattan_realistic
S013_06AVE,-0.0656,1.6362,false,0,manhattan_realistic
S013_05AVE,0.0171,1.6362,false,0,manhattan_realistic
S013_E_HWY,0.5841,1.6362,false,0,manhattan_realistic
S014_W_HWY,-0.6279,1.7524,false,0,manhattan_realistic
S014_08AVE,-0.2573,1.7524,false,0,manhattan_realistic
S014_07AVE,-0.1709,1.7524,false,0,manhattan_realistic
S014_BWAY,-0.1805,1.7524,false,0,manhattan_realistic
S014_06AVE,-0.0721,1.7524,false,0,manhattan_realistic
S014_05AVE,0.0144,1.7524,false,0,manhattan_realistic
S014_E_HWY,0.6072,1.7524,false,0,manhattan_realistic
S015_W_HWY,-0.6585,1.8681,false,0,manhattan_realistic
S015_08AVE,-0.2684,1.8681,false,0,manhattan_realistic
S015_07AVE,-0.1774,1.8681,false,0,manhattan_realistic
S015_BWAY,-0.184,1.8681,false,0,manhattan_realistic
S015_06AVE,-0.0734,1.8681,false,0,manhattan_realistic
S015_05AVE,0.0176,1.8681,false,0,manhattan_realistic
S015_E_HWY,0.6417,1.8681,false,0,manhattan_realistic
S016_W_HWY,-0.689,1.9835,false,0,manhattan_realistic
S016_08AVE,-0.2795,1.9835,false,0,manhattan_realistic
S016_07AVE,-0.1839,1.9835,false,0,manhattan_realistic
S016_BWAY,-0.187,1.9835,false,0,manhattan_realistic
S016_06AVE,-0.0747,1.9835,false,0,manhattan_realistic
S016_05AVE,0.0208,1.9835,false,0,manhattan_realistic
S016_LEX,0.2256,1.9835,false,0,manhattan_realistic
S016_03AVE,0.3075,1.9835,false,0,manhattan_realistic
S016_E_HWY,0.676,1.9835,false,0,manhattan_realistic
S017_W_HWY,-0.7195,2.0986,false,0,manhattan_realistic
S017_08AVE,-0.2905,2.0986,false,0,manhattan_realistic
S017_07AVE,-0.1905,2.0986,false,0,manhattan_realistic
S017_BWAY,-0.1897,2.0986,false,0,manhattan_realistic
S017_06AVE,-0.0761,2.0986,false,0,manhattan_realistic
S017_05AVE,0.024,2.0986,false,0,manhattan_realistic
S017_LEX,0.2385,2.0986,false,0,manhattan_realistic
S017_03AVE,0.3243,2.0986,false,0,manhattan_realistic
S017_E_HWY,0.7103,2.0986,false,0,manhattan_realistic
S018_W_HWY,-0.7498,2.2134,true,30,manhattan_realistic
S018_09AVE,-0.4062,2.2134,false,0,manhattan_realistic
S018_08AVE,-0.3015,2.2134,false,0,manhattan_realistic
S018_07AVE,-0.1969,2.2134,false,0,manhattan_realistic
S018_BWAY,-0.192,2.2134,false,0,manhattan_realistic
S018_06AVE,-0.0774,2.2134,false,0,manhattan_realistic
S018_05AVE,0.0272,2.2134,false,0,manhattan_realistic
S018_MAD,0.1169,2.2134,false,0,manhattan_realistic
S018_PARK,0.1766,2.2134,false,0,manhattan_realistic
S018_LEX,0.2513,2.2134,false,0,manhattan_realistic
S018_03AVE,0.341,2.2134,false,0,manhattan_realistic
S018_E_HWY,0.7445,2.2134,true,30,manhattan_realistic
S019_W_HWY,-0.7801,2.328,false,0,manhattan_realistic
S019_09AVE,-0.4216,2.328,false,0,manhattan_realistic
S019_08AVE,-0.3125,2.328,false,0,manhattan_realistic
S019_07AVE,-0.2034,2.328,false,0,manhattan_realistic
S019_BWAY,-0.194,2.328,false,0,manhattan_realistic
S019_06AVE,-0.0787,2.328,false,0,manhattan_realistic
S019_05AVE,0.0304,2.328,false,0,manhattan_realistic
S019_MAD,0.1239,2.328,false,0,manhattan_realistic
S019_PARK,0.1863,2.328,false,0,manhattan_realistic
S019_LEX,0.2642,2.328,false,0,manhattan_realistic
S019_03AVE,0.3577,2.328,false,0,manhattan_realistic
S019_E_HWY,0.7786,2.328,false,0,manhattan_realistic
S020_W_HWY,-0.8104,2.4423,false,0,manhattan_realistic
S020_09AVE,-0.4371,2.4423,false,0,manhattan_realistic
S020_08AVE,-0.3235,2.4423,false,0,manhattan_realistic
S020_07AVE,-0.2099,2.4423,false,0,manhattan_realistic
S020_BWAY,-0.1956,2.4423,false,0,manhattan_realistic
S020_06AVE,-0.0801,2.4423,false,0,manhattan_realistic
S020_05AVE,0.0336,2.4423,false,0,manhattan_realistic
S020_MAD,0.1309,2.4423,false,0,manhattan_realistic
S020_PARK,0.1959,2.4423,false,0,manhattan_realistic
S020_LEX,0.277,2.4423,false,0,manhattan_realistic
S020_03AVE,0.3744,2.4423,false,0,manhattan_realistic
S020_02AVE,0.488,2.4423,false,0,manhattan_realistic
S020_01AVE,0.6178,2.4423,false,0,manhattan_realistic
S020_E_HWY,0.8126,2.4423,false,0,manhattan_realistic
S021_W_HWY,-0.8406,2.5564,false,0,manhattan_realistic
S021_09AVE,-0.4525,2.5564,false,0,manhattan_realistic
S021_08AVE,-0.3344,2.5564,false,0,manhattan_realistic
S021_07AVE,-0.2163,2.5564,false,0,manhattan_realistic
S021_BWAY,-0.1969,2.5564,false,0,manhattan_realistic
S021_06AVE,-0.0814,2.5564,false,0,manhattan_realistic
S021_05AVE,0.0367,2.5564,false,0,manhattan_realistic
S021_MAD,0.138,2.5564,false,0,manhattan_realistic
S021_PARK,0.2054,2.5564,false,0,manhattan_realistic
S021_LEX,0.2898,2.5564,false,0,manhattan_realistic
S021_03AVE,0.391,2.5564,false,0,manhattan_realistic
S021_02AVE,0.5091,2.5564,false,0,manhattan_realistic
S021_01AVE,0.6441,2.5564,false,0,manhattan_realistic
S021_E_HWY,0.8466,2.5564,false,0,manhattan_realistic
S022_W_HWY,-0.8613,2.6704,false,0,manhattan_realistic
S022_10AVE,-0.5826,2.6704,false,0,manhattan_realistic
S022_09AVE,-0.4607,2.6704,false,0,manhattan_realistic
S022_08AVE,-0.3388,2.6704,false,0,manhattan_realistic
S022_07AVE,-0.2169,2.6704,false,0,manhattan_realistic
S022_BWAY,-0.192,2.6704,false,0,manhattan_realistic
S022_06AVE,-0.0775,2.6704,false,0,manhattan_realistic
S022_05AVE,0.0444,2.6704,false,0,manhattan_realistic
S022_MAD,0.1489,2.6704,false,0,manhattan_realistic
S022_PARK,0.2186,2.6704,false,0,manhattan_realistic
S022_LEX,0.3057,2.6704,false,0,manhattan_realistic
S022_03AVE,0.4102,2.6704,false,0,manhattan_realistic
S022_02AVE,0.5321,2.6704,false,0,manhattan_realistic
S022_01AVE,0.6714,2.6704,false,0,manhattan_realistic
S022_E_HWY,0.8805,2.6704,false,0,manhattan_realistic
S023_W_HWY,-0.8778,2.7841,false,0,manhattan_realistic
S023_10AVE,-0.5911,2.7841,false,0,manhattan_realistic
S023_09AVE,-0.4656,2.7841,false,0,manhattan_realistic
S023_08AVE,-0.3402,2.7841,false,0,manhattan_realistic
S023_07AVE,-0.2147,2.7841,false,0,manhattan_realistic
S023_BWAY,-0.1842,2.7841,false,0,manhattan_realistic
S023_06AVE,-0.0713,2.7841,false,0,manhattan_realistic
S023_05AVE,0.0541,2.7841,false,0,manhattan_realistic
S023_MAD,0.1616,2.7841,false,0,manhattan_realistic
S023_PARK,0.2333,2.7841,false,0,manhattan_realistic
S023_LEX,0.3229,2.7841,false,0,manhattan_realistic
S023_03AVE,0.4305,2.7841,false,0,manhattan_realistic
S023_02AVE,0.5559,2.7841,false,0,manhattan_realistic
S023_01AVE,0.6993,2.7841,false,0,manhattan_realistic
S023_E_HWY,0.9143,2.7841,false,0,manhattan_realistic
S024_W_HWY,-0.8942,2.8977,false,0,manhattan_realistic
S024_10AVE,-0.5995,2.8977,false,0,manhattan_realistic
S024_09AVE,-0.4705,2.8977,false,0,manhattan_realistic
S024_08AVE,-0.3415,2.8977,false,0,manhattan_realistic
S024_07AVE,-0.2126,2.8977,false,0,manhattan_realistic
S024_BWAY,-0.1761,2.8977,false,0,manhattan_realistic
S024_06AVE,-0.0652,2.8977,false,0,manhattan_realistic
S024_05AVE,0.0638,2.8977,false,0,manhattan_realistic
S024_MAD,0.1743,2.8977,false,0,manhattan_realistic
S024_PARK,0.248,2.8977,false,0,manhattan_realistic
S024_LEX,0.3402,2.8977,false,0,manhattan_realistic
S024_03AVE,0.4507,2.8977,false,0,manhattan_realistic
S024_02AVE,0.5797,2.8977,false,0,manhattan_realistic
S024_01AVE,0.7271,2.8977,false,0,manhattan_realistic
S024_E_HWY,0.9481,2.8977,false,0,manhattan_realistic
S025_W_HWY,-0.9107,3.0112,false,0,manhattan_realistic
S025_10AVE,-0.6078,3.0112,false,0,manhattan_realistic
S025_09AVE,-0.4754,3.0112,false,0,manhattan_realistic
S025_08AVE,-0.3429,3.0112,false,0,manhattan_realistic
S025_07AVE,-0.2104,3.0112,false,0,manhattan_realistic
S025_BWAY,-0.1678,3.0112,false,0,manhattan_realistic
S025_06AVE,-0.059,3.0112,false,0,manhattan_realistic
S025_05AVE,0.0735,3.0112,false,0,manhattan_realistic
S025_MAD,0.187,3.0112,false,0,manhattan_realistic
S025_PARK,0.2627,3.0112,false,0,manhattan_realistic
S025_LEX,0.3574,3.0112,false,0,manhattan_realistic
S025_03AVE,0.4709,3.0112,false,0,manhattan_realistic
S025_02AVE,0.6034,3.0112,false,0,manhattan_realistic
S025_01AVE,0.7548,3.0112,false,0,manhattan_realistic
S025_E_HWY,0.9819,3.0112,false,0,manhattan_realistic
S026_W_HWY,-0.927,3.1246,false,0,manhattan_realistic
S026_11AVE,-0.7716,3.1246,false,0,manhattan_realistic
S026_10AVE,-0.6162,3.1246,false,0,manhattan_realistic
S026_09AVE,-0.4802,3.1246,false,0,manhattan_realistic
S026_08AVE,-0.3442,3.1246,false,0,manhattan_realistic
S026_07AVE,-0.2083,3.1246,false,0,manhattan_realistic
S026_BWAY,-0.1593,3.1246,false,0,manhattan_realistic
S026_06AVE,-0.0528,3.1246,false,0,manhattan_realistic
S026_05AVE,0.0832,3.1246,false,0,manhattan_realistic
S026_MAD,0.1997,3.1246,false,0,manhattan_realistic
S026_PARK,0.2774,3.1246,false,0,manhattan_realistic
S026_LEX,0.3746,3.1246,false,0,manhattan_realistic
S026_03AVE,0.4911,3.1246,false,0,manhattan_realistic
S026_02AVE,0.6271,3.1246,false,0,manhattan_realistic
S026_01AVE,0.7825,3.1246,false,0,manhattan_realistic
S026_E_HWY,1.0156,3.1246,false,0,manhattan_realistic
S027_W_HWY,-0.9434,3.2378,false,0,manhattan_realistic
S027_11AVE,-0.784,3.2378,false,0,manhattan_realistic
S027_10AVE,-0.6246,3.2378,false,0,manhattan_realistic
S027_09AVE,-0.4851,3.2378,false,0,manhattan_realistic
S027_08AVE,-0.3456,3.2378,false,0,manhattan_realistic
S027_07AVE,-0.2061,3.2378,false,0,manhattan_realistic
S027_BWAY,-0.1504,3.2378,false,0,manhattan_realistic
S027_06AVE,-0.0467,3.2378,false,0,manhattan_realistic
S027_05AVE,0.0928,3.2378,false,0,manhattan_realistic
S027_MAD,0.2124,3.2378,false,0,manhattan_realistic
S027_PARK,0.2921,3.2378,false,0,manhattan_realistic
S027_LEX,0.3917,3.2378,false,0,manhattan_realistic
S027_03AVE,0.5113,3.2378,false,0,manhattan_realistic
S027_02AVE,0.6508,3.2378,false,0,manhattan_realistic
S027_01AVE,0.8102,3.2378,false,0,manhattan_realistic
S027_E_HWY,1.0493,3.2378,false,0,manhattan_realistic
